gene,mean_AD,mean_Control,log2FC,t_stat,p_value,p_adj
PMPCA,6.778955148832307,8.192515223077862,-1.413560074245555,-5.0009298783092,0.0002499035745479871,0.001928270574121731
SEC14L1P1,6.087773513180374,7.830250187842093,-1.7424766746617193,-5.099117696501417,0.00025032247515123355,0.0019286872338365086
RAD23A,9.535927003327602,10.582365133211832,-1.0464381298842298,-4.403343183802982,0.00025021229110674205,0.0019286872338365086
EEFSEC,6.805215751402675,8.019556245027319,-1.2143404936246442,-4.440558347307153,0.0002507745202381526,0.0019307628939821638
ELTD1,6.250059209767764,4.093288666994443,2.1567705427733213,4.683718795095815,0.00025100630807526036,0.001931140962637247
EFHD1,10.487436347222978,9.40166648120214,1.0857698660208381,4.462293356221865,0.00025128870240991534,0.0019319075441274292
DCAF15,4.868343086430442,6.791081395619741,-1.9227383091892989,-5.436477901818886,0.00025165793068704194,0.00193334010559064
MAN2A1,10.093982712649296,8.672877869011737,1.4211048436375595,4.401338902645247,0.0002531413645305332,0.0019412128348973087
SNTG1,9.403150038708258,8.4830421720516,0.9201078666566573,4.421958323812374,0.00025314099828822027,0.0019412128348973087
KDM7A,7.966398462689935,6.46463826084531,1.5017602018446254,4.5814121280554305,0.00025333965832633116,0.0019412128348973087
ATP6V0A1,9.862997608722196,10.662346512716645,-0.7993489039944492,-4.394166196111886,0.0002534172464438829,0.0019412128348973087
ZBTB33,10.30426390464375,11.454861052704093,-1.150597148060342,-4.42464155589912,0.0002539973796428411,0.0019442478640148248
MPG,6.2871253058324195,7.6490782896123815,-1.361952983779962,-4.777792095447758,0.00025440138271800455,0.0019459312711375008
SF3A3,7.084864086672885,8.118582531607181,-1.033718444934296,-4.406986879910238,0.0002549517964856502,0.0019487313381415826
LDHA,9.894509911262068,12.312379850180077,-2.4178699389180096,-4.831820842974871,0.0002565339968533124,0.0019594081508210732
FSTL1,8.910566913844907,7.476223145497694,1.4343437683472127,4.409812411868353,0.00025682513449015195,0.0019602155210797084
SOX7,7.591085739663891,5.89706005748125,1.694025682182641,4.644746159093654,0.0002570597695723037,0.0019605907822141575
COL4A3,7.607763594542474,6.299456845212062,1.308306749330412,4.448496520326699,0.0002573390802215689,0.0019613059964111064
ZCCHC7,8.903333519032742,7.65283394176257,1.2504995772701717,4.702488800627322,0.000257567498650476,0.001961632585183128
CREB5,8.161834308796239,6.594736165308027,1.567098143488212,4.462453750484656,0.000259420238644025,0.0019668260632627515
NR1D2,9.74413498263577,8.870213274910444,0.8739217077253265,4.385436513696173,0.00025907784511582874,0.0019668260632627515
TRIM4,9.460239263472683,8.179442283110538,1.2807969803621457,4.414791560307661,0.00025903591828208895,0.0019668260632627515
HTR2A,8.532758096259629,10.112238208943134,-1.5794801126835054,-4.697921062948277,0.00025852975715469654,0.0019668260632627515
MALAT1,15.295616898851176,14.020021387650509,1.2755955112006667,5.038583546468756,0.00025937400363136305,0.0019668260632627515
ARF3,11.352823505693403,12.888543579873657,-1.5357200741802544,-4.517357690123324,0.0002595518265302751,0.0019668260632627515
LIN7C,10.304172860978124,8.98336220686149,1.3208106541166345,4.386274289938374,0.00025872455924654523,0.0019668260632627515
CTA-268H5.14,6.211134403114499,7.788923677790619,-1.5777892746761202,-4.390552298817721,0.00025978797103065447,0.001967205330777255
NFKBIZ,8.562382835309833,6.518113721767828,2.044269113542005,4.486927532044077,0.000259977563303572,0.001967231797911281
NBAS,8.147866836508722,8.828488568737093,-0.6806217322283707,-4.426407550015259,0.00026029521510977457,0.0019682265514488033
IP6K3,7.240462124137537,5.763487443946735,1.4769746801908017,4.3880258903329015,0.00026103958951663605,0.0019724442464477197
ABHD2,8.762138522506387,8.158845218027336,0.6032933044790507,4.377925015147607,0.0002633694558342479,0.0019857906687759165
KIAA0930,12.065932173350621,11.046641577975151,1.0192905953754696,4.396649485567812,0.0002631997951199785,0.0019857906687759165
UBXN7,9.699054259948067,8.122303759970434,1.5767504999776332,4.873284683377105,0.0002631136710659005,0.0019857906687759165
ITM2A,8.624790125698318,6.993534431939698,1.6312556937586207,4.728566042652538,0.0002645565026778584,0.001993319165935596
CHDH,8.625808841850757,6.903887582229516,1.721921259621241,4.423307449486899,0.00026489733631134243,0.001994465628309972
SSX2IP,8.566539464650528,9.97596417326673,-1.4094247086162017,-5.22443018294161,0.0002654549962875808,0.0019972418261608657
NDE1,8.601637934112626,7.341892445064842,1.2597454890477833,4.410787183710337,0.0002662190455079961,0.00200156581085706
H2AFY,9.640278594312884,10.998047475139845,-1.3577688808269617,-4.589144709664064,0.0002667713992050863,0.002004293149251576
NUDC,9.045214280218254,9.8017723696938,-0.756558089475547,-4.642373765778049,0.00026842795461467595,0.0020138764430317527
MON1A,6.660708647229718,8.426949664611936,-1.7662410173822174,-5.070286313268463,0.00026827252142309194,0.0020138764430317527
METTL5,8.805652022374234,10.087476003188003,-1.281823980813769,-4.393843194044917,0.0002688332004590876,0.0020154863560659683
KAT8,8.220144288996394,9.12130876316483,-0.9011644741684357,-4.646527660743958,0.00026922127472280135,0.0020169653402514055
COL26A1,5.345947161869786,7.5179205907083775,-2.1719734288385917,-4.973617939419945,0.0002708751329720417,0.002023619102931062
CRY1,8.590199678153692,6.7529413159433,1.8372583622103917,4.509343197983107,0.0002708120700008536,0.002023619102931062
ABCD3,10.398155984781651,9.588985902494708,0.8091700822869434,4.394361593893675,0.00027033837603043765,0.002023619102931062
MT1H,11.599151213771435,9.692337971858397,1.9068132419130386,4.918811064353593,0.00027065288862497647,0.002023619102931062
ATXN7,9.229671986330889,8.366150699372547,0.863521286958342,4.393660929262028,0.00027168143359057817,0.0020282093463884193
ENAH,10.6769794694927,9.805839469558304,0.8711399999343961,4.845688055131843,0.00027217136457464037,0.0020295030371750076
TNPO1,13.500696267613042,12.510785854112594,0.9899104135004482,4.371201418377299,0.00027223870085272547,0.0020295030371750076
NFE2L1,10.856252449739834,10.27281744486419,0.5834350048756445,4.4950700622625375,0.000272630915800851,0.002029564373894927
ATP6V0B,7.488424657747305,8.98778366245984,-1.4993590047125354,-4.366297365325509,0.0002724564791669423,0.002029564373894927
ME3,7.538796553711501,8.649277578386393,-1.1104810246748915,-4.704389487132634,0.00027303922625168876,0.0020311735824817745
TMEM5,9.301200226441797,8.50872126431674,0.7924789621250561,4.395466742178467,0.00027504914575435886,0.0020432498382075386
SMC1A,7.9725756483461225,6.431305104787343,1.5412705435587792,4.707202025338795,0.0002750282073111136,0.0020432498382075386
TET2,6.898156901676963,8.520596406548867,-1.6224395048719042,-4.652756748050205,0.00027557268346257497,0.002044846409958454
OPALIN,8.449136485176648,7.587645208519218,0.8614912766574303,4.397449743641789,0.00027565094448877084,0.002044846409958454
GBP1,7.914777383108609,5.413357393847726,2.5014199892608824,4.676415252017932,0.00027614937713357275,0.0020461356980423485
PKNOX2,8.34540964606108,10.010703437483796,-1.665293791422716,-4.361788304557114,0.000276211866531684,0.0020461356980423485
IPO8,9.338153676490855,8.150170241936847,1.187983434554008,4.553260292205257,0.00027655015970700064,0.002047207099623742
ACSS1,8.870689652207698,7.74453730562331,1.1261523465843881,4.431715586000381,0.00027693795597015107,0.0020476691894094957
ST6GAL1,8.666625102098745,7.4308858892384775,1.2357392128602678,4.447151894338643,0.00027699999440503064,0.0020476691894094957
LMLN,8.836838447947418,9.718224183499597,-0.881385735552179,-4.930177794532041,0.00027758952647903063,0.002050593210628814
SPAG9,10.066655776890418,9.2567394921189,0.8099162847715178,4.443667710274951,0.0002814116353047245,0.0020773759754233534
CDH2,11.119780880531305,10.322906325469129,0.7968745550621765,4.468044821072922,0.0002818223224535934,0.0020789558762435
C12orf43,6.690326418747354,8.259721191421626,-1.569394772674272,-4.349845542134815,0.00028224121393176924,0.0020805940533282653
WDR11,10.320007340557666,8.904256157291213,1.4157511832664529,4.601624135889441,0.00028306211315186163,0.0020851913575807173
GATS,8.761545553032974,7.706856607820764,1.0546889452122103,4.676534271376841,0.0002832835159956637,0.002085369113920725
DGCR5,8.046361331640773,9.420899211921018,-1.3745378802802453,-4.540560607737006,0.0002837715029049612,0.002085978026254422
COX7A2,12.256771425866685,12.829727081266485,-0.5729556553998005,-4.3732416874580124,0.0002839582234206899,0.002085978026254422
VPS37C,10.355313671473583,9.727902989899283,0.6274106815743004,4.39413890875907,0.000283822968145138,0.002085978026254422
PRSS3,7.8790535219794195,8.74863743561422,-0.8695839136348011,-4.350949474405253,0.00028510157004209096,0.002091538975380279
CACFD1,8.973283383076396,7.6534382556747005,1.3198451274016954,4.346389864391137,0.00028511093212780077,0.002091538975380279
PSMG2,9.044105220531085,10.014932415082415,-0.9708271945513296,-4.648426404047906,0.00028563531673038764,0.0020939326859618084
ST8SIA5,10.01092408838581,8.815416039163601,1.1955080492222088,4.955248612352734,0.0002885542993079446,0.0021138652099683174
SLC39A11,7.596522467573827,6.348385319806504,1.2481371477673227,4.342911256682787,0.00028958147898402027,0.002119920924058226
FOXJ2,8.329999858462326,7.454878043595096,0.8751218148672297,4.334212568984417,0.00029226235885941826,0.002138066017649073
ITPRIPL2,8.958332203798399,7.174219094176612,1.7841131096217868,4.392686221041478,0.00029339983614741613,0.0021435186148643336
TMEM106C,8.622562295243753,7.47918666836928,1.143375626874473,4.608221519526168,0.0002934132471581393,0.0021435186148643336
GPR6,7.672413825360339,9.059756357234653,-1.3873425318743138,-4.415461591626515,0.0002938593077937494,0.002145294711800915
ZBBX,5.024620636793562,7.050805750359053,-2.0261851135654902,-4.8141138415889495,0.0002943171557905477,0.0021471543504912906
RP11-182L21.5,7.983673085266827,6.734895275597624,1.2487778096692033,4.351163195229509,0.0002969869317500612,0.0021644296328659053
RELL1,9.649293081662417,7.418853767613852,2.2304393140485654,4.456408920705836,0.00029709463601252755,0.0021644296328659053
DENND6B,5.751472013098898,6.948856069508034,-1.1973840564091365,-4.484295240267098,0.00029748284717515724,0.0021657652737524704
CLNS1A,9.258474815442586,8.565771028682171,0.6927037867604149,4.326346501358609,0.000299140002664812,0.0021698369608657195
ST3GAL2,4.521439057892637,6.830664352797067,-2.3092252949044294,-4.324096871589852,0.0002994789637596334,0.0021698369608657195
GPRC5B,10.934039584985523,9.845204133150316,1.088835451835207,4.377347994966356,0.0002988512823618388,0.0021698369608657195
ANKDD1A,9.292555859307802,7.942583522835111,1.3499723364726908,4.342439372571598,0.00029937110828491846,0.0021698369608657195
MCC,8.684640988071111,6.6569730950771335,2.0276678929939775,4.509165658427762,0.0002989208213935561,0.0021698369608657195
MOB3A,6.66240885445589,7.89003542743176,-1.2276265729758702,-4.5345811361884785,0.00029924289542520964,0.0021698369608657195
ELOVL5,10.032786943182593,9.006050328284608,1.0267366148979846,4.330891775408561,0.0002990584362657933,0.0021698369608657195
ABAT,12.347561702229907,12.922312101468371,-0.5747503992384644,-4.456210115089779,0.00030028812483646897,0.002173926395046585
LAMTOR1,9.045383784765644,8.294201702023061,0.7511820827425826,4.967048811682291,0.00030045468386747336,0.002173926395046585
UVSSA,9.829212178442436,8.632411184877098,1.196800993565338,4.525132215828435,0.00030066815075140835,0.002173982914906387
TVP23A,7.804110752153036,8.953417162762117,-1.1493064106090802,-4.480012283124714,0.0003020784482298374,0.002173996880762596
PUF60,8.447513421546708,9.003873259508724,-0.5563598379620167,-4.3702288070981465,0.0003013698649428504,0.002173996880762596
SPCS1,8.987379262601383,10.504435768171946,-1.5170565055705634,-4.5806069102141125,0.00030158394299286935,0.002173996880762596
HIPK2,11.565146813072339,9.441049276406938,2.124097536665401,4.7328515355538805,0.0003018940368451369,0.002173996880762596
PIK3R1,10.92959764893652,9.954167354773913,0.9754302941626065,4.720697410277535,0.0003016301627667645,0.002173996880762596
ANXA5,9.138058260835681,7.800541495660118,1.3375167651755628,4.322898552336242,0.0003019799059903886,0.002173996880762596
CGGBP1,9.86799581022718,8.926613277936063,0.9413825322911169,4.340461439619462,0.0003021096791070148,0.002173996880762596
DDN,8.942733790914792,10.274012019219288,-1.3312782283044964,-4.331758761034189,0.0003030826446851605,0.0021795147190250552
NAP1L5,11.008306185368323,12.875730288002668,-1.8674241026343452,-4.844700033974865,0.0003038751234235292,0.002183728028354947
PDZD11,8.652725523233944,9.589901106257518,-0.9371755830235742,-4.321667183945854,0.0003053792525972434,0.0021930462494602313
SSB,9.60940812802296,8.857606093370164,0.7518020346527958,4.315054645524814,0.00030594479879895097,0.0021956160679590703
POLR3H,7.600688080155978,8.733530055336756,-1.132841975180778,-4.839287201525426,0.0003074258313972799,0.002204747940095418
NBPF1,10.935157075157088,9.92932757351234,1.0058295016447474,4.33636250970565,0.0003090033449065774,0.002214558887462664
ARMC7,6.100006608102928,7.175405690772362,-1.075399082669434,-4.313088412255182,0.00030946711332135524,0.002216379983008161
DCBLD1,6.607966308475734,8.979944350682224,-2.3719780422064902,-4.912533764558519,0.00031050335408537555,0.002222295840241371
USMG5,11.679687805774527,12.642313685462018,-0.96262587968749,-4.413698152975923,0.00031098980412986736,0.002224271461066866
FAR1,8.714424418989541,8.092146777809235,0.6222776411803057,4.3192374306636445,0.0003112022952016654,0.002224286316820017
ICA1L,9.787784686099632,9.128662941993868,0.6591217441057644,4.314787511332382,0.00031142938789206385,0.002224405445545275
DDIT4,9.385546025614028,7.5525550208880325,1.8329910047259954,4.626129303652309,0.00031194986671543467,0.002226618528729818
KCTD4,7.259870084826342,8.700141365579567,-1.4402712807532252,-4.301921428171515,0.000315654851479682,0.0022454827960913313
TMUB2,7.341434829266513,8.375533213427163,-1.0340983841606501,-4.350671032292795,0.00031556886890438633,0.0022454827960913313
STAM2,9.26283988256402,8.505003198850586,0.7578366837134336,4.304735748199591,0.0003149062551479155,0.0022454827960913313
KIF1A,10.193873414645763,11.699463588551241,-1.5055901739054782,-4.3019558866968906,0.00031561369616529215,0.0022454827960913313
BHLHE41,10.060306182254134,8.015282282705613,2.0450238995485215,4.62406049914728,0.0003152698114905536,0.0022454827960913313
PCGF5,9.326484794926051,8.14598876486693,1.1804960300591212,4.449671729484781,0.00031665626379518064,0.0022480680756070213
ZNF607,4.905769710263584,6.638765313321879,-1.7329956030582947,-4.7193422601933115,0.0003162608797833162,0.0022480680756070213
NDST1,7.1637291310368,7.921897145353338,-0.7581680143165377,-4.521428645442262,0.000316471074472875,0.0022480680756070213
NMT2,7.560426789935455,8.760265051096198,-1.1998382611607425,-4.7921034329542636,0.00031725462624305166,0.00225080446578208
RIMS2,9.046065266499017,10.112013179052404,-1.065947912553387,-4.34593000254816,0.0003176809847217184,0.002252317699190668
RP11-539L10.3,6.64975512951488,7.510224041626598,-0.8604689121117186,-4.332722149094334,0.00031896648992077366,0.0022584023877779626
PRKX,6.6707452305296755,5.230395471893663,1.4403497586360121,4.3044195410416615,0.0003189506286556852,0.0022584023877779626
PRMT5,7.602102290812148,8.407945456109013,-0.8058431652968654,-4.38170844601394,0.0003196368020803118,0.0022616336243580833
PRO2852,7.549430926801541,6.129979785991363,1.4194511408101782,4.296664232715742,0.00032093565769556826,0.0022693049080266567
DUT,11.435209898205857,10.791929622935388,0.6432802752704685,4.319077042530254,0.0003215625829603964,0.0022715297693660934
HNRNPA1,10.131915815013432,9.564827924290611,0.5670878907228207,4.483973623793761,0.00032196822318557604,0.0022715297693660934
RPS4X,12.651094441275593,12.074821616944714,0.5762728243308786,4.34897559611919,0.0003217932564252974,0.0022715297693660934
ADAMTS8,8.503709451962722,9.664935420663125,-1.1612259687004034,-4.6421072797256,0.0003221098405335138,0.0022715297693660934
NCOR1,8.982024699465196,9.45671173635531,-0.4746870368901135,-4.3156562642178065,0.0003230869428562839,0.0022769013819558515
TSPAN5,9.408427800467427,10.66379160390758,-1.2553638034401526,-4.630327957231299,0.00032402915033970914,0.0022820200854370854
MKLN1,8.812053851653632,7.53171532626625,1.280338525387382,4.389037890272188,0.0003269737897086444,0.002301224987356911
ZCCHC14,8.824488498111979,7.900194814251884,0.9242936838600952,4.317901242343867,0.0003272034957720287,0.00230130948357027
INSM1,6.962320759555557,7.512242547995017,-0.5499217884394598,-4.427770499324002,0.00032753363614100817,0.002302099779020344
PAIP1,9.796819101694947,10.626648424156961,-0.8298293224620146,-4.331672460711251,0.00032940905245033446,0.002313742919237532
ZNF664,9.883726942818281,9.046357190380231,0.8373697524380503,4.284820230337005,0.00033001280511508297,0.002316444464058129
TDRD10,7.7477616178487,6.408317151702415,1.3394444661462845,4.286039463197198,0.00033033639516980777,0.0023171771953152207
CACNA1E,10.374725631461896,11.319154688017512,-0.9444290565556166,-4.281888886318097,0.00033136056849631057,0.002322820006349137
NPRL2,6.304317157101222,8.246759591633609,-1.9424424345323867,-4.694576446685997,0.00033176979228518146,0.0023241474315749857
PPEF1,6.511587703022023,8.008501177216498,-1.496913474194475,-4.433609956299096,0.0003330126552080012,0.002331309124638265
CECR5,8.89199176065621,8.040850015906155,0.8511417447500556,4.899224478670347,0.00033458051597275217,0.002340661319232548
PELP1,7.07682551317325,8.343434087701626,-1.2666085745283757,-4.34813012214117,0.00033501282527659114,0.002340661319232548
ADCY7,7.40102757315982,6.4953842530693136,0.9056433200905065,4.295716199413922,0.0003349899819990731,0.002340661319232548
TRAF5,7.733446139625594,8.727090806311494,-0.9936446666859009,-4.294769900258268,0.0003363297599642993,0.0023483103649819073
JAK3,8.215718901227039,6.950018256393731,1.2657006448333075,4.284494055911449,0.0003378174965749107,0.002357141093262958
TMTC2,7.740997187848999,6.505165717427965,1.2358314704210338,4.28055588815889,0.0003393440173074638,0.0023662306114493404
ADCYAP1R1,10.00860102347347,9.297371472328232,0.7112295511452391,4.728941295329957,0.00034024617998311375,0.0023709573952547763
DTYMK,8.052608002656438,7.170994899988871,0.8816131026675667,4.361304144772202,0.00034164604280143224,0.0023791438197983796
HSBP1,10.142635043463091,10.806756028612268,-0.664120985149177,-4.404857843040926,0.0003420662728715624,0.0023805020214123017
ABCB8,8.066318843877623,7.310445327187333,0.7558735166902899,4.267800331960351,0.00034247638771535004,0.002381788088512477
CAV2,7.660035057241444,6.6186377438106945,1.0413973134307497,4.320661705692916,0.0003439066208077614,0.0023901623198940474
FRMD4B,7.991204463131043,5.870037033967993,2.12116742916305,4.636848828628221,0.0003444004981820787,0.002392022119765278
NSMCE1,8.20842980807164,8.94853724557542,-0.740107437503779,-4.391431248131889,0.00034539739449115014,0.0023973708845475695
AP3M2,8.949430592407904,10.25887008947171,-1.3094394970638064,-4.43567156826039,0.0003461518035608544,0.0024007818126206473
AP3B1,7.6386572504382375,6.755581044747337,0.8830762056909007,4.384874401587285,0.0003463430389032719,0.0024007818126206473
CHKB,8.763517543488241,9.611110696383035,-0.8475931528947935,-4.271740701129086,0.00034722139198639944,0.0024052931419975285
CARS,11.535507309369494,12.696840584058158,-1.1613332746886638,-4.507527635268969,0.00034831262503470074,0.0024112722719330853
ZNF93,8.363957805886619,7.248782983203727,1.1151748226828921,4.538510272948545,0.0003515370702675872,0.002432001550915356
SLC5A3,10.607372371776584,9.11028102184065,1.4970913499359337,4.6353211600695206,0.0003533281377688886,0.002442793815797856
MCMBP,8.18104502522954,7.46020232516763,0.72084270006191,4.271540054466243,0.0003538504077857015,0.0024448056605899677
TAF10,9.291026020202825,10.357315220082398,-1.0662891998795736,-4.431934961095115,0.0003544951256052349,0.002447660334926805
COQ10B,8.611633029489848,7.93509308093408,0.6765399485557682,4.252457040494767,0.0003567964936637705,0.002461942385456735
DMPK,6.1750626270007185,7.755652333463177,-1.580589706462458,-4.832074060580452,0.0003579550729368902,0.0024683255551310283
STX8,7.489865806127574,9.001035429538756,-1.5111696234111829,-4.687327057824756,0.000358820684656028,0.002471447819024348
EBP,7.604494813097877,8.534895558540997,-0.9304007454431202,-4.536624786761533,0.0003588754519158428,0.002471447819024348
DNAJB6,7.225925189485612,5.296948904311051,1.9289762851745609,4.290684561487174,0.00035939084054760717,0.0024733857912947626
ZWINT,7.397123599111661,8.488613071395768,-1.091489472284107,-4.346693585806562,0.0003601009552718933,0.002476660506297452
RWDD3,7.94037281653077,6.076656232309225,1.863716584221545,4.338171705455831,0.0003615037078945942,0.0024830771255060138
TUBB2A,13.24845113212904,14.225215295569676,-0.9767641634406363,-4.846816094347638,0.0003614786759208219,0.0024830771255060138
RBBP8,8.283515127328222,7.2339341315598045,1.0495809957684177,4.259053629939247,0.00036191458502333063,0.002484285115767291
TRAM2-AS1,8.014047646868288,7.101827548137196,0.9122200987310922,4.770269860615929,0.0003622646391939267,0.0024850743029974035
ZNF415,7.243776068021333,8.584950902812809,-1.3411748347914756,-4.542615456264265,0.0003633687365630027,0.002490682991184813
DUSP14,8.265463870483156,9.12694879368105,-0.861484923197894,-4.460330454854188,0.0003635534817328698,0.002490682991184813
MIER1,8.264299605302268,6.749959841486886,1.5143397638153822,4.505288608740146,0.0003643383737782837,0.0024944436199548165
MARCH4,7.673811536713464,8.62761381496138,-0.9538022782479167,-4.403315301934702,0.00036525673701501347,0.002499112599990749
TP73-AS1,7.948342703806316,7.489539072133765,0.45880363167255034,4.29366474706083,0.0003655262432601228,0.0024993388858361954
BTF3,10.550065625072913,9.4136207924555,1.1364448326174124,4.538424705010857,0.00036638170275721515,0.0025035688298943254
NPTN-IT1,10.257523449461296,10.925363488808067,-0.6678400393467712,-4.343339834304878,0.0003667658250046925,0.0025045746357394085
WDR16,6.57203568569968,7.632667476520758,-1.0606317908210778,-4.761484956364861,0.00036709886552416335,0.0025052305406429508
BCL11B,9.516090481362205,8.144762808371013,1.3713276729911925,4.256433456809098,0.00036735895674603133,0.0025053880850079337
SCAMP3,7.881509399810865,8.60107267191705,-0.7195632721061855,-4.269738578806184,0.0003681250925219724,0.0025089944249192587
SORBS2,9.74459923005006,10.7714226149609,-1.0268233849108395,-4.400028782647762,0.0003699812547454335,0.002518397838965858
NPEPPS,8.03065078291224,9.603510875352269,-1.5728600924400293,-5.038536234736991,0.00036987211853233384,0.002518397838965858
SDCCAG3,8.62437699635932,7.216215362755505,1.4081616336038154,4.390404720906892,0.00037039334706335945,0.002519580483788142
HMGN3-AS1,5.194346074153825,6.534672853854232,-1.3403267797004075,-4.332387922586243,0.0003727150878052198,0.002533743532597414
CDK2AP1,11.776433315495755,10.679078962548735,1.0973543529470202,4.498081873018528,0.0003735158865341044,0.002537555550483302
DGKD,8.903130447336466,8.2058840393754,0.6972464079610656,4.31742646131977,0.00037457993981476875,0.0025431499960063713
MAP2K2,8.702326138747408,9.888048097827353,-1.1857219590799453,-4.611432085579971,0.0003751071961482823,0.0025450951030060926
SF1,8.435878501599888,7.566342981153235,0.8695355204466528,4.557940299749308,0.00037584499164509196,0.0025469577648781815
LRRTM1,7.653357695253679,9.175578284265445,-1.5222205890117655,-4.308821358009672,0.00037586359977390626,0.0025469577648781815
DTNB,6.638799193170276,8.42528941075131,-1.7864902175810338,-4.239699052477065,0.0003767293181030402,0.0025495554556128285
DNAH1,6.393284557394489,8.575786299788156,-2.182501742393667,-4.981778894159625,0.00037669293978209766,0.0025495554556128285
SFI1,7.73364918502646,9.027388714397327,-1.2937395293708676,-4.3385501975856196,0.0003776127430223976,0.0025538991084387494
ZNF224,7.754570077267182,7.191659659109491,0.5629104181576912,4.226152535933124,0.0003788698757451022,0.002560763079604524
SSBP4,8.201003704904025,9.078339651683859,-0.8773359467798336,-4.258945014430759,0.0003800307168693965,0.002566967864553604
TRAPPC1,5.56140016862575,7.278014405975288,-1.716614237349538,-4.311730794459118,0.00038101315634274873,0.002571960457023753
ZNF91,8.776584776185954,9.658033208343348,-0.8814484321573932,-4.249821071788578,0.00038159748608114556,0.0025742610244823163
LRIG1,9.826668852055779,8.190669490367386,1.635999361688393,4.827954965818937,0.0003847867144394921,0.0025941201264922647
RBPMS,7.797188000910903,6.593987986888995,1.203200014021908,4.230949973510748,0.00038508388130398914,0.0025944689032915674
DNAJC2,8.73370990354664,8.111807782901165,0.6219021206454745,4.330185862937178,0.0003860967501391512,0.0025996361437713167
POMP,9.889221958426347,9.237171498149506,0.6520504602768415,4.2478325282630545,0.0003881540186256273,0.0026118243990397873
RPL34,11.742414822379423,10.535104171714298,1.207310650665125,4.286278573318248,0.00038866180821202497,0.0026135775919906594
LRFN4,6.463898356784377,7.894222925991738,-1.430324569207361,-4.416992675029151,0.00039068814281325285,0.0026246968004630606
UBR2,9.768112205662218,8.631278073563236,1.1368341320989828,4.3509601344714,0.000391001782373859,0.0026246968004630606
RYBP,10.387659884226428,9.128468735052506,1.2591911491739225,4.859948308831549,0.00039106020818553786,0.0026246968004630606
DIRAS1,7.0127872923880075,7.982993083736905,-0.9702057913488975,-4.2382811481101355,0.00039215539442636623,0.002630377331523552
SETD7,8.90718324343027,7.906937513923586,1.000245729506684,4.209773120244365,0.0003938408357451572,0.0026400072762600233
VWCE,6.174923317623074,7.481855951025318,-1.3069326334022442,-4.28088188074855,0.00039420621690857544,0.0026407819511663822
RPL22,12.606863471648795,11.560300488632866,1.0465629830159298,4.222869700721076,0.00039603182541128644,0.002651331492351304
ROBO2,7.42150311800871,8.75709051255568,-1.3355873945469696,-4.326710183588107,0.00039946692918819965,0.0026692572114086336
ARSD,7.657408059445106,6.596587949778827,1.0608201096662793,4.299792900562816,0.0003989975382898106,0.0026692572114086336
ZNF189,9.849546553727894,8.60129891994791,1.2482476337799842,4.207124117013294,0.00039939363761711726,0.0026692572114086336
TUBB,9.402258684837781,10.559840715274502,-1.1575820304367213,-4.219829938006739,0.0003998166473239543,0.0026694038255751645
TCF20,9.613347811467232,8.76170309284789,0.8516447186193421,4.217009644193244,0.0003999939135097021,0.0026694038255751645
ACADVL,9.552832939920249,10.564986297699404,-1.0121533577791553,-4.306457422083421,0.000403147350932796,0.0026887511966628306
NARF,8.531951630062249,9.158456360392305,-0.6265047303300566,-4.29837746669586,0.00040359690437835214,0.0026900522548446155
ERC1,8.830903167855606,8.419139450863376,0.4117637169922297,4.297437516503191,0.00040406553068007383,0.0026914787175923503
FBXO32,8.938420883830284,7.11171534497265,1.8267055388576345,4.303003867829374,0.00040435920872514895,0.0026917387880563914
CCDC137,7.080266757535609,8.038874433833495,-0.9586076762978859,-4.23961002547062,0.0004048660845998772,0.002693416853559032
LRRC27,7.992804968106479,8.764567578722623,-0.7717626106161442,-4.4078333872303865,0.0004054222419345025,0.002695420452509199
FAM185A,8.362127868397474,6.663937446560889,1.6981904218365846,4.216676227458218,0.0004059334602619434,0.0026971229468441254
MYO9A,9.033500567588657,9.98626151911365,-0.9527609515249935,-4.2720813336122925,0.0004064500648102019,0.002698859067279299
CEP85L,9.779483250667035,8.646807970438415,1.1326752802286197,4.25885304163771,0.00040839144534083054,0.0027100476890759067
MIAT,12.53400840392836,11.577815946572361,0.9561924573559981,4.19491630897917,0.0004101930176723413,0.0027202951002599247
C19orf70,8.162585063340105,9.249441107592038,-1.0868560442519328,-4.192561912801756,0.00041141557219609264,0.002726692171589276
MYO10,10.278776806405258,8.879579185127309,1.399197621277949,4.220389313289321,0.0004128657048311101,0.0027345885750436495
DNPH1,8.102906090065286,8.936026687405022,-0.833120597339736,-4.25321758472485,0.00041377521593066914,0.0027371826080119545
SLC1A3,12.173578336785686,10.8225022975192,1.351076039266486,4.212506076105562,0.00041377519510871674,0.0027371826080119545
ITPK1-AS1,8.264508332876396,7.039240087908782,1.225268244967614,4.3147884454526215,0.00041407480190582517,0.002737451363944014
LRP2,7.918645595591782,6.107185620487273,1.8114599751045084,4.321672036958299,0.0004143775138140539,0.0027377404365802275
OXSR1,7.462762964661941,6.703062190380818,0.7597007742811233,4.189322973530645,0.0004147442824995668,0.002738452098877527
C11orf1,6.073543544420533,7.667506618530384,-1.5939630741098512,-4.218716728816304,0.00041586929321448733,0.0027441662288204406
ZNF420,9.298842564712277,10.222424571317081,-0.9235820066048035,-4.194686532479201,0.0004173580142528513,0.002748842098857876
